caseName,status,websiteDbName,cleanClaimsDbName,submittedOnlineCount,matchedInCleanClaimsCount,missingCount,missingAfterDeadlineCount,largestMissingDay,largestMissingDayCount,deadlineDate,referenceDate,isDBOnline,isActive,description
"Mael v. Evanger’s Dog and Cat Food Co., Inc., et al.",BAD,Evangers,EvangersMaelClaimsSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Margaret Stevens v. Britax Child Safety, Inc.",BAD,BritaxChildSafety_Stevens_C,BritaxChildSafety_Stevens_C_SQL,0,0,0,0,,0,2022-08-10,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"McCord v. PRG Real Estate Management Inc, et al.",BAD,PRGRealEstate_McCord_O,PRGRealEstate_McCord_O_SQL,0,0,0,0,,0,2021-09-06,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"McKinney, Koller et al. v. Consumer Reports, Inc.",BAD,ConsumerReports_McKinney_C,ConsumerReports_McKinney_C_SQL,0,0,0,0,,0,2021-09-27,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"McLaughlin, et al. v Select Rehabilitation, LLC",BAD,SelectRehabilitation_McLaughlin_PC,SelectRehabilitation_McLaughlin_PC_SQL,0,0,0,0,,0,2023-07-21,2025-06-13,OFFLINE,false,Database 'SelectRehabilitation_McLaughlin_PC' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Medina, et al. v. Westdale Brentmoor, LLC, et al.",BAD,WestdaleBrentmoor_Medina_C,WestdaleBrentmoor_Medina_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Megan Klatt v. Dignity Health,BAD,klattdignityhealth,DignityHealth_Klatt_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Moreno, et al. v. Buena Vista Catalogue Co.",BAD,BuenaVistaCatalogue_Moreno_C,BuenaVistaCatalogue_Moreno_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Moret v. U.S. Bancorp et al. (Disb Only),BAD,MoretUSBankSettlement,USBankMoretDisbOnlySQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Morris v. Nextep Systems, Inc.",BAD,NextepSystems_Morris_C,NextepSystems_Morris_C_SQL,0,0,0,0,,0,2024-01-13,2025-06-13,OFFLINE,false,Database 'NextepSystems_Morris_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Morris v. Nextep Systems, Inc. (Questionnaire)",BAD,NextepSystems_Morris_C,NextepSystems_Morris_C_SQL,0,0,0,0,,0,2024-04-19,2025-06-13,OFFLINE,false,Database 'NextepSystems_Morris_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Myers, et al. v. Memorial Health System, et al.",BAD,MemorialHealthSystem_Myers_C,MemorialHealthSystem_Myers_C_SQL,0,0,0,0,,0,2022-08-05,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Nakai, et al. v. Hearst Magazine Media, Inc.",BAD,HearstMagazineMedia_Nakai_C,HearstMagazineMedia_Nakai_C_SQL,0,0,0,0,,0,2022-03-21,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Nall v Dominion Enterprises,BAD,DominionEnterprises_Nall_C,DominionEnterprises_Nall_C_SQL,0,0,0,0,,0,2024-03-25,2025-06-13,OFFLINE,false,Database 'DominionEnterprises_Nall_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Nelson, et al. v. System1, Inc., et al.",BAD,System1_Nelson_C,System1_Nelson_C_SQL,0,0,0,0,,0,2025-03-04,2025-06-13,OFFLINE,false,Database 'System1_Nelson_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
Norton v. LVNV Funding LLC,BAD,LVNVFunding_Norton_C,LVNVFunding_Norton_C_SQL,0,0,0,0,,0,2021-12-06,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Oliveira & Leeman v. AMN Healthcare Language Services, Inc.",BAD,AMNHealthcareLanguageServices_OliveiraLeeman_C,AMNHealthcareLanguageServices_OliveiraLeeman_C_SQL,0,0,0,0,,0,2023-08-21,2025-06-13,OFFLINE,false,Database 'AMNHealthcareLanguageServices_OliveiraLeeman_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Oriana Johnson, et al. v. VCG-IS, LLC dba Imperial Showgirls, et al.",BAD,VCGIS_Johnson_O,VCGIS_Johnson_O_SQL,0,0,0,0,,0,2024-10-18,2025-06-13,OFFLINE,false,Database 'VCGIS_Johnson_O' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Pedroza et al. v. El Dorado Inn, et al. Settlement",BAD,28dayshufflelawsuite,ElDoradoInnPedrozaHybridSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"People of the State of California v. Match Group, Inc.",BAD,MatchGroup_PeopleOfTheStateOfCalifornia_C,MatchGroup_PeopleOfTheStateOfCalifornia_C_SQL,0,0,0,0,,0,2022-01-14,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"People of the State of California v. PeopleConnect Inc. dba Classmates, S.D.",BAD,PeopleConnect_StateOfCalifornia_C,PeopleConnect_StateOfCalifornia_C_SQL,0,0,0,0,,0,2022-01-10,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Pratt v. Pacific Pie, Inc.",BAD,PacificPie_Pratt_C,PacificPie_Pratt_C_SQL,0,0,0,0,,0,2021-09-20,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Rasmussen, et al. v. The Walt Disney Company, et al.",BAD,Disney_Rasmussen_PC,DisneyRasmussenPostCert_SQL,0,0,0,0,,0,2024-06-24,2025-06-13,OFFLINE,false,Database 'Disney_Rasmussen_PC' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
Renteria v. Stemilt Ag Services LLC,BAD,StemiltAgServices_Renteria_C,StemiltAgServices_Renteria_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Rickey v. Baller, Inc.",BAD,Baller_Rickey_O,Baller_Rickey_O_SQL,0,0,0,0,,0,2025-01-17,2025-06-13,OFFLINE,false,Database 'Baller_Rickey_O' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Rodriguez v. Fitness Evolution, Inc./OM Fitness, LLC/Pleasanton Fitness",BAD,FitnessEvolutionLawsuit,FitnessEvolutionRodriguezPostCertSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Ryan Odom v. ECA Marketing, Inc.",BAD,ECAMarketing_Odom_C,ECAMarketing_Odom_C_SQL,0,0,0,0,,0,2021-09-06,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"SBEEG Holdings, LLC dba Hyde Bellagio and Spoonful Management LV LLC",BAD,SBEEGHoldings_EEOC_C,SBEEGHoldings_EEOC_C_SQL,0,0,0,0,,0,2022-07-19,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Sellers, et al. v. JustAnswer LLC",BAD,JustAnswer_Sellers_C,JustAnswer_Sellers_C_SQL,0,0,0,0,,0,2022-08-16,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Smith et al., v. Atkins Nutritionals, Inc.",BAD,ANIClassSettlement,AtkinsNutritionalsSmithClaimsSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Smith v. Excel Property Management, Inc.",BAD,ExcelPropertyManagement_Smith_C,ExcelPropertyManagement_Smith_C_SQL,0,0,0,0,,0,2022-07-11,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Smith v. Ovidiu Astalus,BAD,OvidiuAstalus_Smith_PC,OvidiuAstalus_Smith_PC_SQL,0,0,0,0,,0,2025-08-25,2025-06-13,OFFLINE,false,Database 'OvidiuAstalus_Smith_PC' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
Spiro v. Trinity Management Services,BAD,TrinityManagementServices_Spiro_O,TrinityManagementServices_Spiro_O_SQL,0,0,0,0,,0,2023-06-20,2025-06-13,OFFLINE,false,Database 'TrinityManagementServices_Spiro_O' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
State Controller Reissues,BAD,SCO_Reissues_MVC,CPTCheckReissues_SQL,0,0,0,0,,0,2022-06-01,2025-06-13,ONLINE,false,Submissions table missing in website DB.
State Controller Reissues OLD,BAD,cptgroupreissues,CPTGroupReissues_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Stuart, et al. v. City of Long Beach",BAD,LongBeach_Stuart_D,LongBeach_Stuart_D_SQL,0,0,0,0,,0,2022-06-08,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Tafelski, et al. v. Logan Health Medical Center",BAD,LoganHealthMedical_Tafelski_C,LoganHealthMedical_Tafelski_C_SQL,0,0,0,0,,0,2023-04-03,2025-06-13,OFFLINE,false,Database 'LoganHealthMedical_Tafelski_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
Test Download Case,BAD,zzzTesting_Database,zzzDBForImportTest,0,0,0,0,,0,2022-01-01,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"The People of the State of California v. Evig, LLC",BAD,EvigLLC_PeopleOfTheStateOfCalifornia_C,EvigLLC_PeopleOfTheStateOfCalifornia_C_SQL,0,0,0,0,,0,2023-11-03,2025-06-13,OFFLINE,false,Database 'EvigLLC_PeopleOfTheStateOfCalifornia_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Thompson v. 1-800 Contacts, Inc.",BAD,onlinecontactlenses,1800Contacts_Thompson_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Thompson v. 1-800 Contacts, Inc. DeficientsOnly",BAD,onlinecontactlenses,1800Contacts_Thompson_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Vasquez v. Draper and Kramer,BAD,DandKMortgageLawsuit,DraperandKramer_Vasquez_PC_SQL,0,0,0,0,,0,2022-06-11,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Wackenthut Class Action Settlement,BAD,wackenhutsettlement,WackenhutClassActionSettlementClaimsSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Washington v Circle Medical Technologies, Inc.",BAD,CircleMedicalTechnologies_Washington_C,CircleMedicalTechnologies_Washington_C_SQL,0,0,0,0,,0,2024-03-25,2025-06-13,OFFLINE,false,Database 'CircleMedicalTechnologies_Washington_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
West v Contemporary Services Corporation,BAD,cscclassactionsettlement,ContemporaryServicesWestClaimsSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Williams, et al. v. Pegasus Residential, LLC, et al.",BAD,PegasusResidential_Williams_C,PegasusResidential_Williams_C_SQL,0,0,0,0,,0,2021-10-25,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Woodruff v County of San Diego In-Home Supportive Services Public Authority,BAD,IHSSOrientationClaims,CountyOfSanDiego_Woodruff_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Zucchero v. Heirloom Roses, Inc.",BAD,HeirloomRoses_Zucchero_C,HeirloomRoses_Zucchero_C_SQL,0,0,0,0,,0,2024-03-21,2025-06-13,OFFLINE,false,Database 'HeirloomRoses_Zucchero_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
